subject_code,topic,stem,choice_a,choice_b,choice_c,choice_d,correct,explanation,difficulty
"TAX","General Principles of Taxation","A city imposes a local business tax on a store whose income is already subject to national income tax. The two impositions constitute:","Direct double taxation, which is prohibited by the Constitution","Direct double taxation, which is nevertheless valid","No double taxation in any sense of the term","Indirect (broad sense) double taxation, which is not legally prohibited","D","Because the taxes are imposed by different taxing authorities (national government and city) and are different in kind, this is double taxation only in the broad sense, which is not prohibited. Direct double taxation requires the same subject, purpose, authority, jurisdiction, period and kind of tax.","2"
"TAX","General Principles of Taxation","Which of the following is NOT a method of mitigating or eliminating international double taxation?","Entering into tax treaties with other states","Shifting the tax burden to consumers through higher prices","Allowing a tax credit for foreign taxes paid","Exempting income earned abroad from domestic tax","B","Tax treaties, foreign tax credits and exemption of foreign income are recognized relief measures against international juridical double taxation. Shifting merely transfers the economic burden and does not relieve double taxation.","1"
"TAX","General Principles of Taxation","A city collects P500 from every bicycle-for-hire operator to fund a registry and periodic safety inspections, the amount approximating the cost of regulation. The exaction is:","A tax, because it is collected by a local government","A toll, because it relates to the use of streets","A license fee imposed under the police power","A special assessment on personal property","C","An exaction imposed primarily for regulation, in an amount commensurate to the cost of regulation and supervision, is a license fee under the police power rather than a tax for revenue.","2"
"TAX","General Principles of Taxation","Which statement properly characterizes a special assessment?","It is levied only on lands within the area benefited by a public improvement and is based on the special benefit received","It is a personal liability of the landowner even if the land receives no benefit","It is imposed on persons, property and business to raise general revenue","It is a periodic charge for the privilege of doing business","A","A special assessment is an enforced proportional contribution levied only on land, based wholly on the special benefit the land derives from a public improvement; it is not a personal liability and is not for general revenue.","2"
"TAX","General Principles of Taxation","A corporation with a final and executory deficiency income tax assessment seeks to offset the assessment against the national government's unpaid bill for goods the corporation delivered. May legal compensation take place?","Yes, because both obligations are money claims that are due and demandable","Yes, provided the assessment has become final","Yes, but only with the approval of the Commission on Audit","No, because taxes are not contractual obligations and the government and the taxpayer are not mutual creditors and debtors of each other","D","Taxes arise from law, not contract, so the rules on legal compensation do not apply. The lifeblood doctrine bars set-off of taxes against ordinary claims against the government.","2"
"TAX","General Principles of Taxation","Which act constitutes tax EVASION rather than tax avoidance?","Electing the 8% income tax option to legally lower the total tax due","Recording fictitious purchase invoices and deliberately underdeclaring sales","Deferring the perfection of a sale to the following taxable year","Claiming the optional standard deduction in lieu of itemized deductions","B","Evasion involves the use of illegal means, such as fictitious deductions and deliberate underdeclaration, coupled with intent to evade. The other choices are legal tax minimization (avoidance).","1"
"TAX","General Principles of Taxation","Faced with a higher excise tax, a manufacturer upgrades its machinery and recovers the tax through lower production costs without raising its selling price. This form of escape from taxation is:","Shifting","Capitalization","Transformation","Evasion","C","Transformation occurs when the producer absorbs the tax and recovers it through more efficient production rather than passing it on. Shifting transfers the burden to buyers, while capitalization reduces the price of property purchased.","2"
"TAX","General Principles of Taxation","A nonresident citizen granted a loan to a nonresident foreign corporation. The loan papers were signed in Manila and the interest was remitted to the lender's Manila bank account. For Philippine income tax purposes, the interest is:","Not taxable, because the situs of interest income is the residence of the debtor, which is abroad, and a nonresident citizen is taxed only on Philippine-source income","Taxable, because the creditor is a Filipino citizen","Subject to the 20% final withholding tax on interest","Taxable, because the contract was executed in Manila","A","Interest income is sourced at the residence of the DEBTOR. Since the debtor is a nonresident foreign corporation, the interest is foreign-source, and a nonresident citizen is taxed only on income from Philippine sources.","3"
"TAX","General Principles of Taxation","A nonresident alien was paid a fee by a domestic corporation for consulting services performed entirely in Singapore. The fee is:","Philippine-source income because the payor is a domestic corporation","Subject to the 25% final withholding tax on gross income","Subject to the graduated income tax rates","Foreign-source income not taxable to the nonresident alien, because compensation for services is sourced at the place of performance","D","The situs of income from services is the place where the services are performed, regardless of the payor's residence or where payment is made. Services rendered abroad by a nonresident alien produce foreign-source income beyond Philippine taxing jurisdiction.","2"
"TAX","General Principles of Taxation","On the retroactive application of tax laws, the general rule is that tax laws:","Are always applied retroactively because taxes are the lifeblood of the State","Operate prospectively, unless the legislature clearly intends retroactivity and the retroactive application is not harsh or oppressive","May never be applied retroactively under any circumstance","Apply retroactively by default because they are civil in nature","B","Tax laws are applied prospectively as a rule. Retroactive application is permitted only when clearly provided by the legislature and provided it does not amount to a harsh, oppressive deprivation of due process.","1"
"TAX","General Principles of Taxation","Philippine internal revenue laws are properly characterized as:","Penal in nature, because violations are punishable by imprisonment","Political in nature, because they are enacted by Congress","Civil in nature, which is why they remained effective even during enemy occupation","Criminal in nature, because the State prosecutes violators","C","Internal revenue laws are civil, not penal or political, in nature. Hence they continued in force during the enemy occupation of the Philippines and the rule against ex post facto laws does not generally apply to them.","2"
"TAX","Income Tax: Individuals","A resident citizen earned compensation income in the Philippines and rental income from a condominium unit located in Singapore. Which income is subject to Philippine income tax?","Only the Philippine compensation income","Only the Singapore rental income","Both the compensation and the rental income","Neither, because foreign income is always exempt","C","A resident citizen is taxable on income from all sources within and without the Philippines. Hence both the local compensation and the foreign rental income are taxable in the Philippines.","1"
"TAX","Income Tax: Individuals","A non-resident citizen working as a seafarer on an ocean-going vessel earned salaries abroad and interest from a Philippine bank deposit. For Philippine income tax, the non-resident citizen is taxable on income from sources:","Within and without the Philippines","Within the Philippines only","Without the Philippines only","Neither within nor without","B","A non-resident citizen (including a qualified seafarer) is taxable only on income derived from sources within the Philippines. The foreign salary is not taxed here, while the Philippine bank interest is.","1"
"TAX","Income Tax: Individuals","A non-resident alien not engaged in trade or business in the Philippines received P500,000 of gross income from Philippine sources during the year. The income tax due is:","P75,000","P40,000","P100,000","P125,000","D","A non-resident alien not engaged in trade or business is taxed at a flat final rate of 25% on gross income from Philippine sources. P500,000 x 25% = P125,000, with no deductions or personal exemptions allowed.","1"
"TAX","Income Tax: Individuals","Which of the following individuals is taxed using the graduated income tax table on net taxable income?","A non-resident alien not engaged in trade or business in the Philippines","A domestic corporation","A non-resident citizen on income earned abroad","A non-resident alien engaged in trade or business in the Philippines","D","A non-resident alien engaged in trade or business in the Philippines is taxed on net taxable Philippine income using the graduated table. A non-resident alien not engaged in trade or business is taxed at 25% final on gross.","1"
"TAX","Income Tax: Individuals","An employee received during the year a 13th-month pay of P60,000 and other benefits totaling P45,000. Applying the P90,000 exclusion cap, how much of these benefits is included in taxable compensation income?","P0","P15,000","P45,000","P105,000","B","The 13th-month pay and other benefits are excluded only up to P90,000. Total benefits = P60,000 + P45,000 = P105,000; the excess of P105,000 - P90,000 = P15,000 is included in taxable compensation.","2"
"TAX","Income Tax: Individuals","Which of the following amounts received by a rank-and-file employee is EXCLUDED from gross compensation income?","Overtime pay of a regular employee","Commissions earned during the year","A productivity incentive bonus of P20,000 with no other benefits","Mandatory SSS, PhilHealth, and Pag-IBIG contributions withheld from salary","D","The employee share in mandatory SSS, PhilHealth, and Pag-IBIG contributions is excluded from gross compensation income. Overtime, commissions, and bonuses are generally taxable, subject only to the P90,000 benefits cap.","1"
"TAX","Income Tax: Individuals","A statutory minimum wage earner received basic minimum wage plus overtime pay, holiday pay, night-shift differential, and hazard pay during the year. The income tax treatment is:","The basic wage is exempt but the OT, holiday, night, and hazard pay are taxable","All of the items are taxable at graduated rates","Only the hazard pay is exempt","All of the items are exempt from income tax","D","A statutory minimum wage earner is exempt from income tax on the statutory minimum wage, and the exemption likewise covers holiday pay, overtime pay, night-shift differential pay, and hazard pay.","2"
"TAX","Income Tax: Individuals","Using the graduated table (0% up to P250,000; 15% over P250,000 to P400,000; 20% over P400,000 to P800,000; 25% over P800,000 to P2,000,000), a resident citizen has net taxable income of P650,000. The income tax due is:","P72,500","P50,000","P82,500","P97,500","A","Tax on P400,000 = P22,500 (15% of P150,000). Excess P650,000 - P400,000 = P250,000 x 20% = P50,000. Total = P22,500 + P50,000 = P72,500.","2"
"TAX","Income Tax: Individuals","Using the graduated table (0% up to P250,000; 15% over P250,000 to P400,000; 20% over P400,000 to P800,000; 25% over P800,000 to P2,000,000; 30% over P2,000,000 to P8,000,000), a taxpayer has net taxable income of P1,200,000. The income tax due is:","P190,000","P202,500","P240,000","P122,500","B","Tax on P800,000 = P102,500 (P22,500 + 20% of P400,000). Excess P1,200,000 - P800,000 = P400,000 x 25% = P100,000. Total = P102,500 + P100,000 = P202,500.","2"
"TAX","Income Tax: Individuals","Using the graduated table (cumulative tax on P8,000,000 is P2,202,500, then 35% on the excess over P8,000,000), a taxpayer has net taxable income of P10,000,000. The income tax due is:","P2,902,500","P2,500,000","P3,500,000","P2,202,500","A","Tax on P8,000,000 = P2,202,500. Excess P10,000,000 - P8,000,000 = P2,000,000 x 35% = P700,000. Total = P2,202,500 + P700,000 = P2,902,500.","2"
"TAX","Income Tax: Individuals","A self-employed professional with gross receipts of P2,400,000 (not VAT-registered, below the VAT threshold) elects the 8% income tax option. The income tax due under the 8% option is:","P172,000","P192,000","P200,000","P150,000","A","The 8% option applies to gross sales or receipts in excess of P250,000 in lieu of graduated tax and the 3% percentage tax. (P2,400,000 - P250,000) x 8% = P2,150,000 x 8% = P172,000.","2"
"TAX","Income Tax: Individuals","A purely self-employed individual (not VAT-registered, below the VAT threshold) has gross receipts of P1,000,000 and deductible expenses of P300,000. Under the graduated table, tax on the first P250,000 net is P0, 15% over P250,000 to P400,000, and 20% over P400,000 to P800,000. Comparing the graduated tax with the 8% option, the lower tax is:","Graduated tax of P82,500","The 8% tax of P82,500","Graduated tax of P60,000","The 8% tax of P60,000","D","Net taxable income = P700,000; graduated tax = P22,500 + 20% of P300,000 = P82,500. The 8% option = (P1,000,000 - P250,000) x 8% = P60,000, which is lower.","3"
"TAX","Income Tax: Individuals","A mixed-income earner has taxable compensation income of P500,000 and gross receipts from business of P800,000. He elects the 8% option on business income. In computing the 8% business tax, the P250,000 reduction:","Is deducted from the gross receipts because every taxpayer gets it","Is NOT deducted because it is already incorporated in the graduated tax on compensation","Is deducted only from the compensation income","Is split equally between compensation and business","B","For a mixed-income earner electing 8% on business, the 8% is applied to the full gross sales or receipts WITHOUT the P250,000 reduction, since that amount is already built into the graduated rates applied to the compensation income.","2"
"TAX","Income Tax: Individuals","A mixed-income earner elects 8% on business. His gross business receipts are P800,000 and he has no other business deductions. The 8% income tax on the business income is:","P64,000","P44,000","P60,000","P40,000","A","For a mixed-income earner, the 8% is applied to gross receipts WITHOUT the P250,000 reduction. P800,000 x 8% = P64,000.","2"
"TAX","Income Tax: Individuals","Which condition must be satisfied before an individual may elect the 8% income tax option on gross sales or receipts?","The taxpayer must be VAT-registered","Gross sales or receipts must exceed the P3,000,000 VAT threshold","The taxpayer must not be VAT-registered and must be below the P3,000,000 VAT threshold","The taxpayer must be a non-resident alien not engaged in trade or business","C","The 8% option is available only to non-VAT taxpayers whose gross sales or receipts do not exceed the P3,000,000 VAT threshold and who are not otherwise required to register for VAT or subject to other percentage taxes.","2"
"TAX","Income Tax: Individuals","A resident citizen received P100,000 interest income from a Philippine peso bank deposit. The final tax to be withheld is:","P20,000","P10,000","P15,000","P25,000","A","Interest income from a Philippine peso bank deposit of a resident citizen is subject to a 20% final withholding tax. P100,000 x 20% = P20,000.","1"
"TAX","Income Tax: Individuals","A resident citizen earned P200,000 of royalties from a literary work (a published book). The final tax on this royalty is:","P40,000","P10,000","P30,000","P20,000","D","Royalties on books, literary works, and musical compositions are subject to a reduced 10% final tax. P200,000 x 10% = P20,000, rather than the 20% rate that applies to other royalties.","2"
"TAX","Income Tax: Individuals","A resident citizen received P150,000 of cash dividends from a domestic corporation. The final tax is:","P15,000","P30,000","P22,500","P0","A","Cash dividends received by a citizen or resident from a domestic corporation are subject to a 10% final tax. P150,000 x 10% = P15,000.","1"
"TAX","Income Tax: Individuals","A resident citizen earned interest of P80,000 from a depository bank under the foreign currency deposit system (FCDU). The final tax is:","P20,000","P16,000","P12,000","P8,000","C","Interest income of a resident from a foreign currency deposit (FCDU/EFCDU) is subject to a 15% final tax. P80,000 x 15% = P12,000.","2"
"TAX","Income Tax: Individuals","Which of the following passive income items earned by a resident citizen is NOT subject to a final withholding tax but is instead reported in the annual income tax return at graduated rates?","Interest on a Philippine peso bank deposit","Royalties on a patent licensed to a local manufacturer","Net rental income from a commercial building","Cash dividends from a domestic corporation","C","Rental income is active or ordinary income reported in the annual return at graduated rates. Bank-deposit interest, royalties, and domestic dividends are subject to final withholding taxes.","2"
"TAX","Income Tax: Individuals","An individual sold a residential lot held as a capital asset for P5,000,000. The fair market value per the zonal valuation is P5,800,000 and the assessed value is P4,500,000. The capital gains tax is:","P300,000","P290,000","P270,000","P348,000","D","The 6% capital gains tax on real property classified as a capital asset is based on the higher of the gross selling price and the fair market value (zonal or assessed). The highest is the zonal value of P5,800,000 x 6% = P348,000.","2"
"TAX","Income Tax: Individuals","An individual sold shares of stock of a domestic corporation (not traded through the local stock exchange) for P900,000. The shares were acquired for P500,000. The capital gains tax is:","P60,000","P135,000","P24,000","P40,000","A","Sale of unlisted shares of a domestic corporation is subject to a 15% capital gains tax on the net capital gain. Net gain = P900,000 - P500,000 = P400,000; CGT = P400,000 x 15% = P60,000.","2"
"TAX","Income Tax: Individuals","An individual taxpayer held a capital asset (not real property or shares) for 18 months before selling it at a gain of P200,000. In computing taxable capital gains for an individual, the amount of gain to be reported is:","P200,000","P100,000","P150,000","P0","B","For an individual, a capital asset held for more than 12 months is a long-term capital asset and only 50% of the gain or loss is taken into account. P200,000 x 50% = P100,000.","2"
"TAX","Income Tax: Individuals","An individual taxpayer incurred a net capital loss of P50,000 in the prior year, when net income was positive. The net capital loss carryover may be deducted:","Indefinitely until fully used","Only in the same year it was incurred","For the next three succeeding years","In the next succeeding taxable year only, not exceeding the prior-year net income","D","An individual may carry a net capital loss over to the next succeeding taxable year only (one year), treated as a short-term loss, and the carryover cannot exceed the net income in the year the loss was sustained.","2"
"TAX","Income Tax: Individuals","Substituted filing of the annual income tax return is available to an employee who:","Has two or more employers during the year","Earns purely compensation income from one employer for the year with correct tax withheld","Is a self-employed professional","Earns mixed compensation and business income","B","Substituted filing applies to a qualified employee receiving purely compensation income from only one employer for the calendar year, whose tax has been correctly withheld; the employer's annual information return serves as the employee's return.","2"
"TAX","Income Tax: Individuals","A managerial employee received the free use of a company residential house, where the employer leases the unit at a quarterly rental of P130,000. The monetary value of the benefit is 50% of the rental. The fringe benefit tax for the quarter (35% on the grossed-up monetary value) is:","P26,000","P70,000","P45,500","P35,000","D","Monetary value = P130,000 x 50% = P65,000. Grossed-up monetary value = P65,000 / 65% = P100,000; FBT = P100,000 x 35% = P35,000.","3"
"TAX","Income Tax: Individuals","The fringe benefit tax is imposed on fringe benefits granted to:","Rank-and-file employees only","Only non-resident aliens","All employees regardless of rank","Managerial or supervisory employees only","D","The fringe benefit tax applies only to fringe benefits granted to managerial or supervisory employees. Benefits given to rank-and-file employees are part of their compensation income subject to regular income tax.","1"
"TAX","Income Tax: Individuals","A self-employed individual with gross receipts of P1,500,000 elects the Optional Standard Deduction. The OSD for this individual is:","P375,000","P450,000","P900,000","P600,000","D","For an individual, the OSD is 40% of gross sales or gross receipts, not of gross income. P1,500,000 x 40% = P600,000.","1"
"TAX","Income Tax: Individuals","A resident alien employed in the Philippines also earns rental income from property located in his home country abroad. The resident alien is taxable on income from:","Sources within and without the Philippines","Sources within the Philippines only","Sources without the Philippines only","Gross income at 25% final","B","A resident alien, like a non-resident citizen, is taxable only on income from sources within the Philippines. The foreign rental income is therefore not subject to Philippine income tax.","1"
"TAX","Income Tax: Corporations","A domestic corporation is taxable on income derived from:","Sources within the Philippines only","Sources without the Philippines only","Sources within and without the Philippines","Gross Philippine income at 25% final","C","A domestic corporation is taxable on its income from all sources, both within and without the Philippines. Resident and non-resident foreign corporations are taxed only on Philippine-source income.","1"
"TAX","Income Tax: Corporations","A resident foreign corporation operating a branch in the Philippines is taxable on:","Worldwide income","Gross income at a flat 25% final tax","Income earned at its head office abroad","Philippine-source income only","D","A resident foreign corporation (such as a Philippine branch of a foreign company) is taxed only on income derived from sources within the Philippines, generally at the regular corporate income tax rate.","1"
"TAX","Income Tax: Corporations","A non-resident foreign corporation received P2,000,000 of gross income from Philippine sources. The income tax due is:","P50,000","P100,000","P400,000","P500,000","D","A non-resident foreign corporation is subject to a 25% final tax on gross income from Philippine sources. P2,000,000 x 25% = P500,000, with no deductions allowed.","1"
"TAX","Income Tax: Corporations","A domestic corporation has net taxable income of P4,000,000 and total assets of P80,000,000 (excluding the land on which its office stands). Applying the two-condition test, the regular corporate income tax due is:","P800,000","P1,000,000","P80,000","P200,000","A","The 20% rate applies only if net taxable income is at most P5,000,000 AND total assets (excluding land) are at most P100,000,000. Both conditions are met, so RCIT = P4,000,000 x 20% = P800,000.","2"
"TAX","Income Tax: Corporations","A domestic corporation has net taxable income of P4,500,000 but total assets of P120,000,000 (excluding land). The regular corporate income tax due is:","P900,000","P1,125,000","P90,000","P1,000,000","B","The 20% rate requires BOTH net taxable income at most P5,000,000 AND total assets (excluding land) at most P100,000,000. Because total assets exceed P100,000,000, the 25% rate applies: P4,500,000 x 25% = P1,125,000.","3"
"TAX","Income Tax: Corporations","A domestic corporation has net taxable income of P6,000,000 and total assets of P50,000,000 (excluding land). The regular corporate income tax due is:","P1,200,000","P1,000,000","P120,000","P1,500,000","D","Although total assets are below P100,000,000, the net taxable income of P6,000,000 exceeds the P5,000,000 ceiling. Because BOTH conditions are not met, the 25% rate applies: P6,000,000 x 25% = P1,500,000.","3"
"TAX","Income Tax: Corporations","A domestic corporation in its fifth year of operations has gross income of P10,000,000 and net taxable income of P400,000. RCIT is 25%. The income tax payable is:","P100,000","P150,000","P250,000","P200,000","D","MCIT of 2% of gross income applies from the 4th taxable year and the corporation pays the higher of RCIT and MCIT. RCIT = P400,000 x 25% = P100,000; MCIT = P10,000,000 x 2% = P200,000. The higher, P200,000, is payable.","2"
"TAX","Income Tax: Corporations","A domestic corporation in its sixth year has gross income of P8,000,000 and net taxable income of P2,000,000 subject to 25% RCIT. The income tax payable is:","P160,000","P500,000","P200,000","P340,000","B","RCIT = P2,000,000 x 25% = P500,000; MCIT = P8,000,000 x 2% = P160,000. The corporation pays the higher amount, which is the RCIT of P500,000.","2"
"TAX","Income Tax: Corporations","The minimum corporate income tax (MCIT) is imposed beginning the:","First taxable year of operations","Second taxable year of operations","Fourth taxable year immediately following the year of commencement of operations","Year the corporation first reports a net loss","C","The 2% MCIT is imposed beginning on the fourth taxable year immediately following the year in which the corporation commenced its business operations.","1"
"TAX","Income Tax: Corporations","Any excess of the MCIT over the RCIT may be carried forward and credited against the RCIT for the:","Next succeeding year only","Current year only","Next five years","Next three immediately succeeding taxable years","D","The excess of MCIT over the normal RCIT in any year may be carried forward and credited against the normal income tax due for the three immediately succeeding taxable years.","2"
"TAX","Income Tax: Corporations","In Year 1, a corporation paid MCIT of P200,000 while its RCIT was P50,000, creating an excess MCIT of P150,000. In Year 2, RCIT is P300,000 and MCIT is P120,000. After applying the excess MCIT carryover, the income tax still payable in Year 2 is:","P300,000","P180,000","P120,000","P150,000","D","In Year 2, RCIT P300,000 exceeds MCIT P120,000, so RCIT applies. The prior excess MCIT of P150,000 is credited: P300,000 - P150,000 = P150,000 still payable.","3"
"TAX","Income Tax: Corporations","Dividends received by a domestic corporation from another domestic corporation are:","Subject to a 10% final tax","Subject to 25% RCIT","Exempt from income tax","Subject to a 20% final tax","C","Inter-corporate dividends received by a domestic corporation from another domestic corporation are exempt from income tax to avoid taxing the same earnings multiple times.","1"
"TAX","Income Tax: Corporations","A net operating loss carryover (NOLCO) for a corporation may generally be carried over as a deduction from gross income for the:","Next succeeding taxable year only","Three consecutive taxable years immediately following the year of loss","Five consecutive taxable years","Indefinitely until fully used","B","A net operating loss not previously offset may be carried over as a deduction for the next three consecutive taxable years immediately following the year the loss was incurred.","2"
"TAX","Income Tax: Corporations","Which statement about NOLCO is correct?","NOLCO may be deducted in a year the corporation elects the OSD","NOLCO may be deducted against the MCIT base","NOLCO is allowed only when the taxpayer uses itemized deductions and is not applied against the MCIT","NOLCO may be carried over indefinitely","C","NOLCO is allowed only when itemized deductions are claimed; it cannot be deducted in a year the OSD is used, and it cannot be applied against the gross-income base used for the MCIT.","2"
"TAX","Income Tax: Corporations","A Philippine branch of a foreign corporation remitted P3,000,000 of its after-tax profits to its head office abroad. The branch profit remittance tax is:","P450,000","P750,000","P300,000","P600,000","A","Profits remitted by a branch to its foreign head office are subject to a 15% branch profit remittance tax on the amount applied or earmarked for remittance. P3,000,000 x 15% = P450,000.","2"
"TAX","Income Tax: Corporations","A proprietary educational institution has net income of P8,000,000, of which P2,000,000 (25% of total) comes from unrelated trade or business. Because unrelated income does not exceed 50% of total income, the income tax due is:","P2,000,000","P160,000","P800,000","P1,600,000","C","A proprietary educational institution enjoys the preferential 10% rate provided unrelated income does not exceed 50% of total income. Here unrelated income is 25% of total, so 10% applies to the entire income: P8,000,000 x 10% = P800,000.","3"
"TAX","Income Tax: Corporations","A nonprofit hospital earned total income of P10,000,000, of which P6,000,000 (60% of total) came from unrelated trade or business. Applying the predominance test, the income tax due is:","P1,000,000","P2,500,000","P1,500,000","P600,000","B","Under the predominance test, if unrelated income exceeds 50% of total income, the entire taxable income is subject to the regular 25% rate rather than 10%. P10,000,000 x 25% = P2,500,000.","3"
"TAX","Income Tax: Corporations","A corporation organized and operated exclusively for religious purposes under Section 30 earned interest income of P500,000 from placing its idle funds in a time deposit. This interest income is:","Exempt because the corporation is a Section 30 entity","Subject to a 6% final tax","Subject to tax because income of whatever kind from any of its properties or activities for profit is taxable","Subject to graduated individual rates","C","Although Section 30 organizations are generally exempt on income related to their exempt purpose, the last paragraph of Section 30 makes income of whatever kind from any of their properties or from any activity conducted for profit taxable, regardless of disposition.","2"
"TAX","Income Tax: Corporations","A domestic corporation with gross income of P5,000,000 (gross sales P12,000,000 less cost of sales P7,000,000) elects the OSD. The optional standard deduction is:","P2,000,000","P4,800,000","P1,400,000","P2,800,000","A","For a corporation, the OSD is 40% of gross income (gross sales less cost of sales), not of gross sales. P5,000,000 x 40% = P2,000,000.","2"
"TAX","Income Tax: Corporations","The improperly accumulated earnings tax (IAET) under the prior law is, as of 2026:","Imposed at 10% on improperly accumulated taxable income","Imposed at 15% on improperly accumulated taxable income","Repealed by the CREATE Act","Increased to 25%","C","The CREATE Act (RA 11534) repealed the improperly accumulated earnings tax, so it is no longer imposed.","1"
"TAX","Income Tax: Corporations","A domestic corporation in its third year of operations is:","Already subject to MCIT","Subject to a 15% final tax","Not yet subject to MCIT because the fourth year has not been reached","Exempt from RCIT","C","The MCIT begins only in the fourth taxable year following commencement of operations. In its third year, the corporation is subject to RCIT but not yet to MCIT.","2"
"TAX","Income Tax: Corporations","A domestic corporation has gross income of P20,000,000, allowable itemized deductions of P19,200,000, and is in its seventh year. RCIT is 25%. The income tax payable is:","P200,000","P400,000","P160,000","P5,000,000","B","Net taxable income = P20,000,000 - P19,200,000 = P800,000; RCIT = P800,000 x 25% = P200,000. MCIT = P20,000,000 x 2% = P400,000. The higher amount, MCIT P400,000, is payable.","3"
"TAX","Income Tax: Corporations","Which of the following is a resident foreign corporation?","A corporation organized under Philippine laws","A foreign corporation with no Philippine business but receiving Philippine dividends","A foreign airline maintaining a Philippine branch and engaged in business here","A foreign corporation that merely owns shares in a domestic corporation","C","A resident foreign corporation is a foreign corporation engaged in trade or business within the Philippines, such as a foreign airline operating a Philippine branch. One not engaged in Philippine business is a non-resident foreign corporation.","2"
"TAX","Income Tax: Corporations","A domestic corporation in its eighth year has a net loss of P1,000,000 but gross income of P9,000,000. RCIT is 25%. The income tax payable is:","P0","P180,000","P250,000","P225,000","B","With a net loss, RCIT = P0, but the MCIT still applies once past the fourth year. MCIT = P9,000,000 x 2% = P180,000, which is the tax payable. The corporation also generates a NOLCO for future years.","3"
