"subject_code","topic","stem","choice_a","choice_b","choice_c","choice_d","correct","explanation","difficulty"
"AFAR","Business Combinations","In a business combination, the acquirer is generally the combining entity that:","Has the smaller fair value of net assets","Obtains control of the other entity","Issues the fewer shares","Is legally dissolved","B","Under PFRS 3 and PFRS 10, the acquirer is the entity that obtains control of the acquiree, regardless of legal form.","1"
"AFAR","Business Combinations","Lime Corp transferred consideration of P6,000,000 for 100% of Lemon Corp. Identifiable assets had a fair value of P7,200,000 and liabilities assumed a fair value of P2,400,000. Goodwill is:","P1,200,000","P1,800,000","P3,600,000","P4,800,000","A","FV of net identifiable assets = P7,200,000 − P2,400,000 = P4,800,000. Goodwill = P6,000,000 − P4,800,000 = P1,200,000.","2"
"AFAR","Business Combinations","Grape Corp issued 50,000 shares (par P10, fair value P38) plus paid P400,000 cash to acquire Plum Corp. Consideration transferred is:","P400,000","P900,000","P2,300,000","P1,900,000","C","Shares are measured at fair value: 50,000 x P38 = P1,900,000, plus cash P400,000 = P2,300,000. Par value is not used to measure consideration.","2"
"AFAR","Business Combinations","An in-process research and development project of the acquiree that meets the definition of an identifiable intangible asset is:","Always expensed at acquisition","Recognized separately from goodwill at fair value","Included within goodwill","Recognized only if internally generated by the acquirer","B","An identifiable intangible asset such as acquired in-process R&D is recognized separately from goodwill at its acquisition-date fair value.","1"
"AFAR","Business Combinations","Kiwi Corp acquired 90% of Mango Corp for P4,800,000. Fair value of identifiable net assets was P5,500,000, and NCI is measured at proportionate share. The result is:","Goodwill of P150,000","Bargain purchase gain of P150,000","Goodwill of P700,000","Bargain purchase gain of P700,000","B","NCI (proportionate) = 10% x P5,500,000 = P550,000. Consideration P4,800,000 + NCI P550,000 = P5,350,000, less FV net identifiable assets P5,500,000 = negative P150,000, recognized as a bargain purchase gain of P150,000 in profit or loss.","3"
"AFAR","Business Combinations","Which item is NOT part of the consideration transferred in a business combination?","Cash paid to former owners","Fair value of equity instruments issued","Fair value of contingent consideration","Reimbursement of the acquiree employees future salaries","D","Future employee salaries relate to post-combination services and are expensed as incurred, not part of consideration transferred.","1"
"AFAR","Business Combinations","Banana Corp acquired all of Cherry Corp. Book value of Cherry net assets was P3,000,000; an item of equipment was undervalued by P400,000 and an unrecorded patent had a fair value of P250,000. Fair value of identifiable net assets is:","P3,000,000","P3,400,000","P3,650,000","P3,250,000","C","FV of net identifiable assets = book value P3,000,000 + equipment understatement P400,000 + patent P250,000 = P3,650,000.","2"
"AFAR","Business Combinations","If contingent consideration classified as a liability is remeasured after the measurement period and its fair value increases by P80,000, the change is:","Recognized in profit or loss","Adjusted against goodwill","Recognized in OCI","Adjusted against share premium","A","Contingent consideration classified as a financial liability is remeasured to fair value at each reporting date, with changes recognized in profit or loss (not goodwill).","1"
"AFAR","Business Combinations","Apple Corp acquired 75% of Pear Corp for P9,000,000. The implied fair value of Pear as a whole based on this price is:","P6,750,000","P9,000,000","P12,000,000","P11,250,000","C","Implied total fair value = P9,000,000 / 75% = P12,000,000. This grosses the 75% price up to 100%.","2"
"AFAR","Business Combinations","Under PFRS 3, goodwill recognized in a business combination is subsequently:","Amortized over its useful life","Amortized over a maximum of 20 years","Not amortized but tested for impairment at least annually","Revalued upward when fair value rises","C","Goodwill is not amortized; it is tested for impairment at least annually under PAS 36, and impairment losses are not reversed.","1"
"AFAR","Business Combinations","Coco Corp pays P3,200,000 for 80% of Nut Corp. Fair value of identifiable net assets is P3,400,000, and NCI is measured at its proportionate share. Goodwill is:","P480,000","P680,000","P200,000","P0","A","NCI (proportionate) = 20% x P3,400,000 = P680,000. Goodwill = consideration P3,200,000 + NCI P680,000 − FV net identifiable assets P3,400,000 = P480,000.","3"
"AFAR","Business Combinations","When the acquirer measures NCI at fair value rather than at the proportionate share of net identifiable assets, the effect is generally to:","Decrease total recognized goodwill","Have no effect on goodwill","Increase total recognized goodwill","Eliminate goodwill entirely","C","Measuring NCI at fair value recognizes the NCI share of goodwill (full goodwill), so total recognized goodwill is higher than under the proportionate method.","1"
"AFAR","Business Combinations","Tea Corp issued bonds with a fair value of P2,500,000 and paid cash of P700,000 to acquire Bean Corp, whose identifiable net assets had a fair value of P3,000,000. Goodwill is:","P200,000","P500,000","P700,000","P0","A","Consideration = bonds at FV P2,500,000 + cash P700,000 = P3,200,000. Goodwill = P3,200,000 − P3,000,000 = P200,000.","2"
"AFAR","Business Combinations","Which of the following best describes a reverse acquisition?","The acquiree is the larger entity","Goodwill is never recognized","The legal acquirer is identified as the accounting acquiree","The combination is reversed in the next period","C","In a reverse acquisition, the entity that issues shares (legal acquirer) is identified as the accounting acquiree, while the legal subsidiary is the accounting acquirer.","1"
"AFAR","Business Combinations","Salt Corp acquired 100% of Pepper Corp for P8,000,000 cash. Identifiable assets at fair value were P9,500,000 and liabilities assumed at fair value were P2,200,000. The combination results in:","Goodwill of P700,000","Bargain purchase gain of P700,000","Goodwill of P1,500,000","Bargain purchase gain of P1,500,000","A","FV of net identifiable assets = P9,500,000 − P2,200,000 = P7,300,000. Goodwill = P8,000,000 − P7,300,000 = P700,000.","2"
"AFAR","Consolidated Financial Statements","Parent Co owns 80% of Sub Co. For the year, Sub reported net income of P1,000,000 with no fair-value differential amortization. The share of profit attributable to NCI is:","P0","P1,000,000","P800,000","P200,000","D","NCI share of profit = 20% x P1,000,000 = P200,000. The remaining P800,000 is attributable to the owners of the parent.","1"
"AFAR","Consolidated Financial Statements","Parent Co owns 75% of Sub Co. Sub reported net income of P1,200,000. At acquisition an equipment fair-value excess of P300,000 is being amortized over 5 years. NCI share of profit is:","P285,000","P300,000","P225,000","P315,000","A","Annual FV amortization = P300,000 / 5 = P60,000. Adjusted subsidiary profit = P1,200,000 − P60,000 = P1,140,000. NCI share = 25% x P1,140,000 = P285,000.","2"
"AFAR","Consolidated Financial Statements","During the year, Parent sold inventory to its wholly owned Sub for P500,000 (cost P350,000). At year-end Sub still holds 40% of these goods. The unrealized profit to be eliminated is:","P150,000","P200,000","P90,000","P60,000","D","Total intercompany gross profit = P500,000 − P350,000 = P150,000. Unrealized portion = 40% still in ending inventory x P150,000 = P60,000.","2"
"AFAR","Consolidated Financial Statements","Parent sold goods to its 70%-owned Sub at a markup; ending intercompany inventory contains unrealized profit of P100,000 (downstream sale). The amount of unrealized profit allocated to NCI is:","P0","P30,000","P70,000","P100,000","A","In a downstream sale, the full unrealized profit is borne by the parent (seller). None is allocated to NCI, so the NCI share is P0.","1"
"AFAR","Consolidated Financial Statements","Sub (70% owned) sold goods to Parent; ending intercompany inventory contains unrealized profit of P100,000 (upstream sale). The portion of the eliminated unrealized profit allocated to NCI is:","P0","P100,000","P70,000","P30,000","D","In an upstream sale, the unrealized profit is in the seller (subsidiary). The NCI bears its share: 30% x P100,000 = P30,000.","2"
"AFAR","Consolidated Financial Statements","Parent and Sub had total separate sales of P9,000,000 and P5,000,000 respectively. Intercompany sales during the year were P1,200,000. Consolidated sales are:","P14,000,000","P12,800,000","P15,200,000","P13,800,000","B","Consolidated sales = P9,000,000 + P5,000,000 − P1,200,000 intercompany = P12,800,000. Intercompany sales are eliminated in full.","2"
"AFAR","Consolidated Financial Statements","Parent sold equipment to Sub for P800,000; its carrying amount was P650,000. In the consolidation working papers in the year of sale, the intercompany gain to be eliminated is:","P150,000","P800,000","P650,000","P0","A","The unrealized gain on the intercompany sale of equipment = P800,000 − P650,000 = P150,000, eliminated in full in the year of sale.","2"
"AFAR","Consolidated Financial Statements","Continuing the prior item, the equipment sold for P800,000 (carrying amount P650,000) has a remaining life of 5 years. The annual consolidation adjustment to depreciation is to:","Increase depreciation by P30,000","Decrease depreciation by P30,000","Increase depreciation by P150,000","Make no adjustment","B","Excess depreciation on the unrealized gain = P150,000 / 5 = P30,000 per year. Consolidation reduces (decreases) depreciation by P30,000 annually, realizing the deferred gain.","2"
"AFAR","Consolidated Financial Statements","Parent declared and Sub (90% owned) declared dividends. Sub paid total dividends of P400,000 during the year. In consolidation, the intercompany dividend to be eliminated is:","P0","P40,000","P360,000","P400,000","C","Parent owns 90%, so it received 90% x P400,000 = P360,000 of Sub dividends. This intercompany dividend is eliminated; the P40,000 paid to NCI reduces NCI equity.","2"
"AFAR","Consolidated Financial Statements","At acquisition, NCI was P800,000. During the year NCI share of profit was P150,000 and dividends paid to NCI were P50,000. Closing NCI balance is:","P700,000","P900,000","P1,000,000","P800,000","B","NCI rollforward = beginning P800,000 + share of profit P150,000 − dividends to NCI P50,000 = P900,000.","2"
"AFAR","Consolidated Financial Statements","Parent net income from its own operations was P2,000,000; Sub (80% owned) net income was P900,000 with P50,000 FV amortization. Consolidated net income attributable to owners of the parent is:","P2,720,000","P2,900,000","P2,680,000","P2,170,000","C","Adjusted Sub profit = P900,000 − P50,000 = P850,000. Parent share = 80% x P850,000 = P680,000. Attributable to parent = P2,000,000 + P680,000 = P2,680,000.","3"
"AFAR","Consolidated Financial Statements","Consolidated cost of goods sold is computed by combining the separate COGS of parent and subsidiary and then:","Adding intercompany sales","Eliminating intercompany sales and adjusting for unrealized profit in ending and beginning inventory","Deducting NCI share","Ignoring intercompany transactions","B","Consolidated COGS removes intercompany purchases/sales and adjusts for unrealized profit deferred in ending inventory and realized from beginning inventory.","1"
"AFAR","Consolidated Financial Statements","On acquisition date, the elimination entry removes the parent investment account against the:","Subsidiary equity (share capital, retained earnings) and recognizes goodwill and NCI","Subsidiary revenue","Parent retained earnings only","Consolidated goodwill only","A","The acquisition-date elimination removes the investment against the subsidiary equity at fair value, recognizing any goodwill and the NCI.","1"
"AFAR","Consolidated Financial Statements","Beginning intercompany inventory held by Sub contained P40,000 of unrealized profit, all sold to outsiders this year; no ending unrealized profit exists. The effect on consolidated net income this year (downstream) is to:","Increase it by P40,000","Decrease it by P40,000","No effect","Decrease it by P80,000","A","The P40,000 deferred from the prior year is realized this year as the goods are sold externally, increasing consolidated net income by P40,000.","1"
"AFAR","Consolidated Financial Statements","Parent loaned Sub P1,000,000; at year-end the intercompany receivable and payable both remain outstanding with accrued interest of P30,000. In consolidation:","Only the P1,000,000 is eliminated","Nothing is eliminated","Both the P1,000,000 balances and the P30,000 intercompany interest receivable/payable are eliminated","Only the interest is eliminated","C","All intercompany balances are eliminated in full: the P1,000,000 receivable/payable and the related P30,000 interest receivable/payable and interest income/expense.","1"
"AFAR","Consolidated Financial Statements","Parent owns 60% of Sub. Sub sold inventory to Parent for P300,000 (cost P240,000); 50% remains in Parent ending inventory. Unrealized profit eliminated and the NCI share thereof are:","P30,000 eliminated; NCI share P12,000","P60,000 eliminated; NCI share P24,000","P30,000 eliminated; NCI share P0","P60,000 eliminated; NCI share P12,000","A","Gross profit = P300,000 − P240,000 = P60,000; unrealized = 50% x P60,000 = P30,000. Upstream, so NCI share = 40% x P30,000 = P12,000.","3"
"AFAR","Consolidated Financial Statements","Which of the following is presented within consolidated equity but separately from amounts attributable to owners of the parent?","Goodwill","Deferred tax liability","Non-controlling interest","Treasury shares","C","Non-controlling interest is presented in consolidated equity, separately from equity attributable to owners of the parent, under PFRS 10 and PAS 1.","1"
"AFAR","Consolidated Financial Statements","Parent acquired 100% of Sub when Sub retained earnings were P2,000,000. At the current year-end, Sub retained earnings are P3,500,000. The post-acquisition increase included in consolidated retained earnings (before other adjustments) is:","P3,500,000","P2,000,000","P1,500,000","P5,500,000","C","Only post-acquisition retained earnings are consolidated. Increase = P3,500,000 − P2,000,000 = P1,500,000; the pre-acquisition P2,000,000 was eliminated.","2"
"AFAR","Consolidated Financial Statements","When a parent loses control of a subsidiary but retains a non-controlling investment, the retained investment is:","Carried at its previous book value","Recognized at cost","Written off entirely","Remeasured to fair value at the date control is lost","D","On loss of control, any retained interest is remeasured to fair value at that date, and the gain or loss on disposal is recognized in profit or loss under PFRS 10.","1"
"AFAR","Consolidated Financial Statements","Parent owns 85% of Sub. Combined separate net incomes (parent operations P3,000,000, Sub P1,500,000); upstream unrealized profit in ending inventory is P100,000. Consolidated net income (total, before split) is:","P4,400,000","P4,500,000","P4,600,000","P3,000,000","A","Consolidated NI = P3,000,000 + P1,500,000 − P100,000 unrealized profit = P4,400,000 (total, before allocating between parent and NCI).","2"
"AFAR","Consolidated Financial Statements","Using the prior facts (Sub 85% owned, Sub profit P1,500,000 less P100,000 upstream unrealized profit), the NCI share of consolidated profit is:","P225,000","P235,000","P150,000","P210,000","D","Adjusted Sub profit = P1,500,000 − P100,000 = P1,400,000. NCI share = 15% x P1,400,000 = P210,000.","2"
"AFAR","Consolidated Financial Statements","Intercompany profit in ending inventory that has not been confirmed by sale to outside parties is eliminated because:","It overstates consolidated assets and profit until realized through sale to third parties","It is a permanent difference","It increases NCI","It is required by tax law","A","Until the goods are sold to outsiders, the intragroup profit is unrealized from the group perspective and would overstate consolidated inventory and profit if not eliminated.","2"
"AFAR","Consolidated Financial Statements","A parent must present consolidated financial statements unless it is an intermediate parent that qualifies for the exemption, which requires (among other conditions) that:","It owns less than 50%","It is a not-for-profit","It has no subsidiaries","Its ultimate or any intermediate parent produces IFRS-compliant consolidated statements available for public use","D","The PFRS 10 exemption from preparing consolidated statements requires, among other conditions, that a parent in the group produces publicly available IFRS-compliant consolidated financial statements.","3"
"AFAR","Consolidated Financial Statements","Parent owns 90% of Sub. At year-end, consolidated retained earnings include Parent own retained earnings of P5,000,000 plus Parent share of post-acquisition Sub retained earnings of P720,000. Consolidated retained earnings attributable to the parent are:","P5,000,000","P5,720,000","P5,800,000","P4,280,000","B","Consolidated retained earnings (parent) = Parent own P5,000,000 + Parent share of post-acquisition subsidiary retained earnings P720,000 = P5,720,000.","2"
"AFAR","Foreign Currency Transactions & Translation","At year-end under PAS 21, monetary items denominated in a foreign currency are translated using the:","Historical rate at acquisition","Closing (year-end) rate","Average rate","Forward rate","B","Monetary items (cash, receivables, payables) are retranslated at the closing rate at each reporting date; exchange differences go to profit or loss.","1"
"AFAR","Foreign Currency Transactions & Translation","A Philippine entity bought goods on account for USD 10,000 when the rate was P55/USD. At year-end the rate was P56/USD; the payable is still unpaid. The exchange difference recognized is:","P10,000 gain","P10,000 loss","No difference","P560,000 loss","B","The USD 10,000 payable is monetary, retranslated at P56: P560,000 versus P550,000 originally = P10,000 increase in the liability, recognized as a foreign exchange loss.","2"
"AFAR","Foreign Currency Transactions & Translation","Continuing, the USD 10,000 payable recorded at P55 (year-end P56) is settled the next year when the rate is P54/USD. The settlement exchange gain or loss for the second year is:","P20,000 gain","P20,000 loss","P10,000 gain","P10,000 loss","A","At start of year 2 the payable is carried at P560,000 (P56). Settled at P54: P540,000 paid, a gain of P560,000 − P540,000 = P20,000 in year 2.","2"
"AFAR","Foreign Currency Transactions & Translation","A Philippine exporter sold goods for USD 20,000 when the rate was P57/USD; the receivable is collected when the rate is P58.50/USD. The exchange gain on the receivable is:","P30,000","P28,500","P1,500","P15,000","A","Receivable initial = USD 20,000 x P57 = P1,140,000; collected = USD 20,000 x P58.50 = P1,170,000. Exchange gain = P30,000.","2"
"AFAR","Foreign Currency Transactions & Translation","Under PAS 21, which of the following is a NON-monetary item?","Trade accounts receivable","Inventory measured at cost","Loan payable","Cash in foreign currency","B","Inventory carried at historical cost is non-monetary; it is not retranslated at the closing rate. Receivables, payables, and cash are monetary.","2"
"AFAR","Foreign Currency Transactions & Translation","The functional currency of an entity is defined under PAS 21 as the currency:","Of the primary economic environment in which the entity operates","Of the country where the entity is incorporated","In which the financial statements are presented","Used by the parent company","A","Functional currency is the currency of the primary economic environment in which the entity operates; presentation currency is what statements are presented in and may differ.","2"
"AFAR","Foreign Currency Transactions & Translation","When translating a foreign operation into the presentation currency (functional currency is the foreign currency), assets and liabilities are translated at the:","Historical rate","Average rate","Closing rate at the reporting date","Transaction-date rate","C","Under the current rate (closing rate) method, assets and liabilities are translated at the closing rate; income and expenses at average rates; the difference goes to OCI.","2"
"AFAR","Foreign Currency Transactions & Translation","Under the current rate method of translating a foreign operation, income and expense items are translated at the:","Closing rate","Historical rate","Average rate for the period","Forward rate","C","Income and expenses are translated at the rates at the transaction dates, commonly approximated by the average rate for the period.","2"
"AFAR","Foreign Currency Transactions & Translation","The translation difference arising on translating a foreign operation under the current rate method is:","Recognized in profit or loss","Added to goodwill","Recognized in OCI and accumulated in a separate component of equity","Ignored","C","Exchange differences from translating a foreign operation (current rate method) are recognized in other comprehensive income and accumulated in equity (foreign currency translation reserve).","2"
"AFAR","Foreign Currency Transactions & Translation","Under the temporal (remeasurement) method used when the functional currency is the parent currency, non-monetary items carried at historical cost are remeasured at the:","Closing rate","Average rate","Historical rate at the date of acquisition","Forward rate","C","Under the temporal method, non-monetary items at historical cost are remeasured at historical rates while monetary items use the closing rate; the resulting gain/loss goes to profit or loss.","2"
"AFAR","Foreign Currency Transactions & Translation","Under the temporal (remeasurement) method, the remeasurement gain or loss is reported in:","OCI","Goodwill","Retained earnings directly","Profit or loss","D","Under the temporal/remeasurement method the net remeasurement gain or loss is recognized in profit or loss, unlike the current rate method where it goes to OCI.","2"
"AFAR","Foreign Currency Transactions & Translation","A foreign subsidiary had end-of-year net assets of FC 500,000 translated at the closing rate of P1.20; beginning net assets of FC 400,000 were translated at P1.10. Ignoring profit timing, this contributes to a translation adjustment because:","Monetary items are remeasured to P/L","Goodwill is amortized","Inventory is non-monetary","The same net assets are translated at different rates over time","D","Translating net assets at differing closing rates over time (and income at average) produces an exchange difference reported in OCI; the change in rates on net assets is the source.","2"
"AFAR","Foreign Currency Transactions & Translation","A Philippine entity purchased equipment for EUR 50,000 when the rate was P60/EUR; the equipment is carried at cost. At year-end the rate is P62/EUR. The carrying amount of the equipment in pesos is:","P3,100,000","P3,050,000","P100,000","P3,000,000","D","Equipment is a non-monetary item at historical cost and is NOT retranslated. It remains at EUR 50,000 x P60 = P3,000,000.","2"
"AFAR","Foreign Currency Transactions & Translation","On 1 December a Philippine firm sold goods for USD 30,000 (rate P56). At 31 December the rate is P55.20 and the receivable is uncollected. The exchange difference at year-end is:","P24,000 loss","P24,000 gain","P800 loss","No difference","A","Receivable USD 30,000: initial P56 = P1,680,000; at year-end P55.20 = P1,656,000. The decline of P24,000 is an exchange loss recognized in profit or loss.","3"
"AFAR","Foreign Currency Transactions & Translation","Goodwill arising on the acquisition of a foreign operation and any fair-value adjustments to its assets and liabilities are treated as:","Assets of the parent translated at historical rate","Items that are never translated","Monetary items remeasured to profit or loss","Assets and liabilities of the foreign operation translated at the closing rate","D","Under PAS 21, goodwill and fair-value adjustments arising on acquisition of a foreign operation are treated as assets/liabilities of the foreign operation and translated at the closing rate.","3"
"AFAR","Foreign Currency Transactions & Translation","When a foreign operation is disposed of, the cumulative exchange differences accumulated in equity relating to that operation are:","Left permanently in equity","Reclassified from equity to profit or loss as part of the gain or loss on disposal","Transferred to goodwill","Recognized in OCI again","B","On disposal of a foreign operation, the cumulative amount in the foreign currency translation reserve is reclassified from equity to profit or loss as part of the disposal gain or loss.","2"
"AFAR","Derivatives & Hedge Accounting","In a forward contract, the specified amount of currency or commodity to be exchanged is called the:","Underlying","Notional amount","Intrinsic value","Time value","B","The notional amount is the number of currency units, shares, or other units specified in the contract; the underlying is the price or rate that drives value.","1"
"AFAR","Derivatives & Hedge Accounting","An entity entered a forward contract to buy USD 100,000 in 90 days at a forward rate of P56.00. At year-end the forward rate for the remaining period is P56.40. The fair value change (gain) on the forward, ignoring discounting, is:","P40,000 gain","P40,000 loss","P400 gain","P56,400 gain","A","Gain = USD 100,000 x (P56.40 − P56.00) = USD 100,000 x P0.40 = P40,000 gain for the party committed to buy at the lower rate.","3"
"AFAR","Derivatives & Hedge Accounting","In a fair value hedge under PFRS 9, the gain or loss on both the hedging instrument and the hedged item attributable to the hedged risk are:","Recognized in OCI","Recognized in profit or loss","Deferred until settlement","Recognized in retained earnings","B","In a fair value hedge, changes in fair value of the hedging instrument and of the hedged item (for the hedged risk) are both recognized in profit or loss, offsetting each other.","2"
"AFAR","Derivatives & Hedge Accounting","In a cash flow hedge, the effective portion of the gain or loss on the hedging instrument is:","Recognized in profit or loss immediately","Recognized in OCI (cash flow hedge reserve)","Added to the carrying amount of goodwill","Ignored","B","For a cash flow hedge, the effective portion of the hedging gain or loss is recognized in OCI and accumulated in the cash flow hedge reserve; the ineffective portion goes to profit or loss.","2"
"AFAR","Derivatives & Hedge Accounting","A hedge of the foreign currency risk of a highly probable forecast purchase of inventory is most appropriately classified as a:","Cash flow hedge","Fair value hedge","Net investment hedge","Non-hedge (FVPL)","A","A hedge of variability in cash flows from a highly probable forecast transaction is a cash flow hedge.","2"
"AFAR","Derivatives & Hedge Accounting","If a derivative is not designated in a qualifying hedging relationship, changes in its fair value are:","Recognized in OCI","Deferred","Recognized in profit or loss (FVPL)","Added to equity","C","A derivative that is not designated as a hedging instrument is measured at fair value through profit or loss (FVPL) under PFRS 9.","1"
"AFAR","Derivatives & Hedge Accounting","An entity holds a purchased call option with a strike price of P50 when the underlying share trades at P58. The intrinsic value of the option is:","P0","P50","P8","P58","C","Intrinsic value of a call = max(market price − strike, 0) = P58 − P50 = P8. Any excess of total premium over P8 is time value.","3"
"AFAR","Derivatives & Hedge Accounting","An option premium of P12 includes intrinsic value of P8. The time value of the option is:","P20","P12","P8","P4","D","Time value = total option value − intrinsic value = P12 − P8 = P4.","3"
"AFAR","Derivatives & Hedge Accounting","An entity sold a forward to deliver USD 200,000 at P57.00; at year-end the forward rate for the remaining term is P56.50. The gain or loss on this sold (short) forward is:","P100,000 gain","P100,000 loss","P50,000 gain","P50,000 loss","A","A party committed to sell at P57.00 benefits when the rate falls to P56.50: gain = USD 200,000 x (P57.00 − P56.50) = USD 200,000 x P0.50 = P100,000 gain.","3"
"AFAR","Derivatives & Hedge Accounting","Under PFRS 9, hedge accounting may be applied only if, at inception, there is:","An expected profit","A net investment in a foreign operation","Approval from the tax authority","Formal designation and documentation of the hedging relationship","D","Hedge accounting requires formal designation and documentation at inception of the hedging relationship, the risk management objective, and how effectiveness will be assessed.","2"
"AFAR","Derivatives & Hedge Accounting","A derivative with a positive fair value at the reporting date is presented in the statement of financial position as a:","Financial liability","Contingent item disclosed only","Component of equity","Financial asset","D","A derivative with a positive fair value is recognized as a financial asset; one with a negative fair value is a financial liability, both measured at fair value.","1"
"AFAR","Derivatives & Hedge Accounting","For a cash flow hedge of a forecast inventory purchase, the amount accumulated in the cash flow hedge reserve is, on recognition of the inventory:","Recognized immediately in profit or loss","Recognized in OCI again","Left permanently in equity","Reclassified to adjust the initial cost (carrying amount) of the inventory (a basis adjustment)","D","When the hedged forecast purchase results in a non-financial asset, the accumulated cash flow hedge reserve is removed from equity and included in the initial cost of the inventory (basis adjustment) under PFRS 9.","3"
"AFAR","Not-for-Profit & Government Accounting","A donor pledges P1,000,000 to a not-for-profit, payable only if the organization first raises a matching P1,000,000 from other donors. Before the condition is met, the promise is:","Recognized as revenue immediately","Recognized in net assets with donor restrictions","Recognized as a liability","Not recognized as revenue because it is a conditional promise","D","A conditional promise to give is not recognized as revenue until the condition (raising matching funds) is substantially met or the barrier is overcome.","2"
"AFAR","Not-for-Profit & Government Accounting","A not-for-profit receives P300,000 restricted by the donor for a specific program. When the funds are spent on that program, the entity records:","An expense and a net asset release (reclassification) from with-restriction to without-restriction","Revenue without restriction","A liability reduction only","No entry","A","When the restriction is satisfied, the entity recognizes the program expense and a reclassification (net assets released from restrictions) moving the amount from net assets with donor restrictions to without.","2"
"AFAR","Not-for-Profit & Government Accounting","An entity receives P200,000 that it must pass through to a specified third-party beneficiary, with no variance power. The recipient organization should record the receipt as:","Contribution revenue","A liability to the beneficiary (agency transaction)","Net assets with donor restrictions","An expense","B","Without variance power or economic interest, the recipient acts as an agent; the receipt is a liability to the beneficiary, not contribution revenue.","2"
