subject_code,topic,stem,choice_a,choice_b,choice_c,choice_d,correct,explanation,difficulty
"MAS","Management Accounting Basics & Cost Behavior","Maintenance cost was P640,000 at the highest activity level of 9,000 units and P440,000 at the lowest level of 5,000 units. Using the high-low method, the variable cost per unit is:","P40.00","P50.00","P71.11","P88.00","B","Variable rate = (P640,000 − P440,000) ÷ (9,000 − 5,000) = P200,000 ÷ 4,000 = P50 per unit. Dividing total cost by units at either level mixes in fixed costs.","2"
"MAS","Management Accounting Basics & Cost Behavior","Utility cost was P900,000 at 12,000 machine hours (highest level) and P700,000 at 8,000 machine hours (lowest level). Using the high-low method, total fixed cost per period is:","P100,000","P200,000","P300,000","P500,000","C","Variable rate = (P900,000 − P700,000) ÷ (12,000 − 8,000) = P50 per hour. Fixed cost = P900,000 − (12,000 × P50) = P300,000, confirmed at the low point: P700,000 − (8,000 × P50) = P300,000.","2"
"MAS","Management Accounting Basics & Cost Behavior","Repair cost was P520,000 at 10,000 machine hours (highest) and P360,000 at 6,000 machine hours (lowest). Using the high-low method, the expected repair cost at 9,000 machine hours is:","P360,000","P468,000","P480,000","P540,000","C","Variable rate = (P520,000 − P360,000) ÷ 4,000 = P40; fixed = P520,000 − (10,000 × P40) = P120,000. At 9,000 hours: P120,000 + (9,000 × P40) = P480,000.","3"
"MAS","Management Accounting Basics & Cost Behavior","A least-squares regression of maintenance cost on machine hours produced a coefficient of determination of 0.81. This means that:","The variable rate per machine hour is accurate 81% of the time","The correlation is too low for the cost formula to be useful","Only 19% of the variation in maintenance cost is explained by machine hours","81% of the variation in maintenance cost is explained by changes in machine hours","D","The coefficient of determination measures the proportion of total variation in the dependent variable (cost) explained by the independent variable (activity); here that proportion is 81%.","2"
"MAS","Management Accounting Basics & Cost Behavior","Which of the following is normally classified as an indirect material?","Lubricants and small quantities of glue used in production","Lumber used by a furniture maker","Fabric used by a garment manufacturer","Steel plates used by a shipbuilder","A","Indirect materials are minor items that cannot be conveniently or economically traced to specific units, such as lubricants and glue; they are charged to factory overhead.","1"
"MAS","Management Accounting Basics & Cost Behavior","The relevant range is best described as:","The range of output over which total variable costs remain constant","The time period over which all costs become variable","The range of activity within which total fixed costs and the variable cost per unit remain constant","The range of sales between the breakeven point and full capacity","C","Cost behavior assumptions hold only within the relevant range: total fixed costs stay constant and the variable cost per unit is uniform within that band of activity.","1"
"MAS","Management Accounting Basics & Cost Behavior","A mixed cost follows the formula Y = P50,000 + P12X, where X is units produced. At a volume of 10,000 units, the total cost per unit is:","P5.00","P12.00","P17.00","P62.00","C","Total cost = P50,000 + (P12 × 10,000) = P170,000; per unit = P170,000 ÷ 10,000 = P17.00, consisting of P12 variable plus P5 of allocated fixed cost.","2"
"MAS","Management Accounting Basics & Cost Behavior","Which of the following is primarily a controllership function?","Arranging bank loans and credit lines","Investing excess cash in marketable securities","Maintaining relationships with insurance underwriters","Reporting and interpreting financial results for management","D","The controller is the chief management accountant responsible for planning, reporting, and interpreting results; financing, investing, and insurance are treasurership functions.","2"
"MAS","Management Accounting Basics & Cost Behavior","Which of the following is a discretionary fixed cost?","Advertising and research costs set by an annual management decision","Depreciation on the factory building","Payments under a long-term lease contract","Real property taxes on the plant site","A","Discretionary fixed costs arise from annual management spending decisions and can be cut in the short run; depreciation, lease payments, and property taxes are committed fixed costs.","2"
"MAS","Management Accounting Basics & Cost Behavior","A company reports direct materials P400,000, direct labor P250,000, variable factory overhead P150,000, fixed factory overhead P200,000, variable selling costs P100,000, and fixed administrative costs P120,000. Total product cost is:","P800,000","P1,000,000","P1,100,000","P1,220,000","B","Product cost = DM + DL + all factory overhead = P400,000 + P250,000 + P150,000 + P200,000 = P1,000,000. Selling and administrative costs are period costs.","3"
"MAS","Management Accounting Basics & Cost Behavior","As production volume increases within the relevant range, which of the following occurs?","Total fixed costs increase","Variable cost per unit increases","Fixed cost per unit remains constant","Total variable costs increase while fixed cost per unit decreases","D","Total variable cost rises in proportion to volume, while constant total fixed costs are spread over more units, reducing the fixed cost per unit.","2"
"MAS","Cost-Volume-Profit Analysis","A product sells for P200 per unit and has variable costs of P120 per unit. The contribution margin per unit is:","P80","P120","P200","P320","A","Contribution margin per unit = Selling price − Variable cost = P200 − P120 = P80.","1"
"MAS","Cost-Volume-Profit Analysis","A product sells for P250 and has variable costs of P150 per unit. The contribution margin ratio is:","37.5%","66.7%","60%","40%","D","CM ratio = (P250 − P150) / P250 = P100 / P250 = 40%.","1"
"MAS","Cost-Volume-Profit Analysis","Fixed costs are P480,000 and the contribution margin per unit is P60. The breakeven point in units is:","8,000 units","7,200 units","6,000 units","9,600 units","A","Breakeven units = Fixed costs / CM per unit = P480,000 / P60 = 8,000 units.","1"
"MAS","Cost-Volume-Profit Analysis","Fixed costs total P540,000 and the contribution margin ratio is 45%. The breakeven point in pesos is:","P243,000","P900,000","P1,200,000","P1,080,000","C","Breakeven pesos = Fixed costs / CM ratio = P540,000 / 0.45 = P1,200,000.","2"
"MAS","Cost-Volume-Profit Analysis","A firm has fixed costs of P300,000, a unit selling price of P50, and a unit variable cost of P30. To earn a target operating profit of P120,000, the required sales in units is:","6,000 units","15,000 units","21,000 units","24,000 units","C","Required units = (Fixed costs + Target profit) / CM per unit = (P300,000 + P120,000) / (P50 − P30) = P420,000 / P20 = 21,000 units.","2"
"MAS","Cost-Volume-Profit Analysis","Fixed costs are P600,000 and the contribution margin ratio is 40%. To earn a target operating profit of P200,000, the required peso sales is:","P2,000,000","P1,500,000","P500,000","P2,500,000","A","Required sales = (Fixed costs + Target profit) / CM ratio = (P600,000 + P200,000) / 0.40 = P800,000 / 0.40 = P2,000,000.","2"
"MAS","Cost-Volume-Profit Analysis","A company wants an after-tax profit of P180,000 and is subject to a 25% tax rate. Fixed costs are P420,000 and the contribution margin per unit is P40. The required sales in units is:","12,000 units","15,000 units","16,500 units","17,250 units","C","Pre-tax target = P180,000 / (1 − 0.25) = P240,000. Required units = (P420,000 + P240,000) / P40 = P660,000 / P40 = 16,500 units.","3"
"MAS","Cost-Volume-Profit Analysis","A firm targets an after-tax income of P150,000 at a 40% tax rate. Fixed costs are P500,000 and the CM ratio is 50%. Required peso sales equal:","P1,300,000","P1,800,000","P1,600,000","P1,500,000","D","Pre-tax target = P150,000 / (1 − 0.40) = P250,000. Required sales = (P500,000 + P250,000) / 0.50 = P750,000 / 0.50 = P1,500,000.","3"
"MAS","Cost-Volume-Profit Analysis","Budgeted sales are P2,000,000 and breakeven sales are P1,400,000. The margin of safety in pesos is:","P420,000","P600,000","P1,400,000","P3,400,000","B","Margin of safety = Budgeted sales − Breakeven sales = P2,000,000 − P1,400,000 = P600,000.","1"
"MAS","Cost-Volume-Profit Analysis","Sales are P3,000,000 and the margin of safety is P750,000. The margin of safety ratio is:","20%","25%","75%","80%","B","Margin of safety ratio = Margin of safety / Sales = P750,000 / P3,000,000 = 25%.","2"
"MAS","Cost-Volume-Profit Analysis","At current sales, contribution margin is P900,000 and operating profit is P300,000. The degree of operating leverage is:","0.33","1.50","3.00","4.00","C","Degree of operating leverage = Contribution margin / Operating profit = P900,000 / P300,000 = 3.00.","2"
"MAS","Cost-Volume-Profit Analysis","A company has a degree of operating leverage of 4.0. If sales increase by 12%, operating profit is expected to increase by:","3%","12%","16%","48%","D","Percentage change in profit = DOL × percentage change in sales = 4.0 × 12% = 48%.","2"
"MAS","Cost-Volume-Profit Analysis","Contribution margin is P1,200,000 and operating profit is P480,000. If sales decline by 10%, operating profit will:","decrease by 10%","decrease by 2.5%","increase by 25%","decrease by 25%","D","DOL = P1,200,000 / P480,000 = 2.5. Change in profit = 2.5 × (−10%) = −25%, a decrease of 25%.","3"
"MAS","Cost-Volume-Profit Analysis","Products X and Y sell in a constant mix of 3:2 units. CM per unit is P30 for X and P50 for Y. The weighted-average contribution margin per unit of the mix is:","P38","P40","P42","P80","A","Weighted CM = [(3 × P30) + (2 × P50)] / (3 + 2) = (P90 + P100) / 5 = P190 / 5 = P38.","2"
"MAS","Cost-Volume-Profit Analysis","A firm sells products A and B in a 2:3 unit mix with CM per unit of P20 and P15, respectively. Fixed costs are P510,000. Total breakeven units (both products) equal:","17,000 units","25,500 units","30,000 units","34,000 units","C","Weighted CM = [(2 × P20) + (3 × P15)] / 5 = (P40 + P45) / 5 = P17. Total breakeven units = P510,000 / P17 = 30,000 units.","3"
"MAS","Cost-Volume-Profit Analysis","Currently selling price is P100, variable cost P60, and fixed costs P480,000. If selling price rises to P120 with no other change, the breakeven point in units will:","rise to 12,000 units","fall to 6,000 units","stay at 12,000 units","fall to 8,000 units","D","Old BEP = P480,000 / (P100 − P60) = 12,000. New CM = P120 − P60 = P60; new BEP = P480,000 / P60 = 8,000 units.","2"
"MAS","Cost-Volume-Profit Analysis","Selling price is P80, variable cost P50, and fixed costs P360,000. If fixed costs increase by P90,000, the breakeven point in units will:","decrease by 3,000 units","increase by 1,800 units","increase by 3,000 units","stay the same","C","Old BEP = P360,000 / P30 = 12,000. New BEP = P450,000 / P30 = 15,000. Increase = 3,000 units.","2"
"MAS","Cost-Volume-Profit Analysis","A product currently has variable cost of P40 and sells for P100 with fixed costs of P420,000. If variable cost rises to P55, the new breakeven point in units is:","7,000 units","12,000 units","10,500 units","9,333 units","D","New CM = P100 − P55 = P45. New BEP = P420,000 / P45 = 9,333.33, rounded to 9,333 units.","2"
"MAS","Cost-Volume-Profit Analysis","Plan A has fixed costs of P200,000 and variable cost of P12 per unit; Plan B has fixed costs of P320,000 and variable cost of P8 per unit. The indifference point in units is:","20,000 units","65,000 units","40,000 units","30,000 units","D","Set total costs equal: P200,000 + P12Q = P320,000 + P8Q. P4Q = P120,000, so Q = 30,000 units.","3"
"MAS","Cost-Volume-Profit Analysis","Automated process: fixed costs P900,000, variable cost P5/unit. Manual process: fixed costs P300,000, variable cost P11/unit. Below the indifference volume, the manual process is cheaper. That indifference volume is:","50,000 units","75,000 units","100,000 units","120,000 units","C","P900,000 + P5Q = P300,000 + P11Q. P6Q = P600,000, so Q = 100,000 units.","3"
"MAS","Cost-Volume-Profit Analysis","Which is NOT an underlying assumption of cost-volume-profit analysis?","Total fixed costs change in direct proportion to volume","Selling price per unit is constant within the relevant range","Costs can be separated into fixed and variable components","Sales mix is constant when multiple products are sold","A","CVP assumes total fixed costs remain constant within the relevant range; they do not vary directly with volume. The other statements are valid assumptions.","1"
"MAS","Cost-Volume-Profit Analysis","Sales are P1,500,000, variable costs P900,000, and fixed costs P400,000. Operating profit is:","P200,000","P400,000","P600,000","P1,100,000","A","Contribution margin = P1,500,000 − P900,000 = P600,000. Operating profit = P600,000 − P400,000 = P200,000.","2"
"MAS","Cost-Volume-Profit Analysis","A company has a CM ratio of 35% and fixed costs of P700,000. At sales of P2,500,000, the operating profit is:","P175,000","P875,000","P1,625,000","P1,800,000","A","Contribution margin = P2,500,000 × 0.35 = P875,000. Operating profit = P875,000 − P700,000 = P175,000.","2"
"MAS","Cost-Volume-Profit Analysis","Fixed costs are P252,000, selling price P90, and variable cost ratio 60%. The breakeven point in units is:","2,800 units","4,200 units","9,333 units","7,000 units","D","CM per unit = P90 × (1 − 0.60) = P36. Breakeven units = P252,000 / P36 = 7,000 units.","2"
"MAS","Cost-Volume-Profit Analysis","A firm with sales of P4,000,000 has variable costs of 65% of sales and fixed costs of P900,000. The margin of safety in pesos is:","P1,428,571","P1,857,143","P2,571,429","P2,800,000","A","CM ratio = 35%. Breakeven sales = P900,000 / 0.35 = P2,571,429. Margin of safety = P4,000,000 − P2,571,429 = P1,428,571.","3"
"MAS","Standard Costing & Variance Analysis","The standard price of material is P5 per kilo. Actual purchases were 20,000 kilos at P5.30 per kilo. The materials price variance (recognized at purchase) is:","P6,000 favorable","P6,000 unfavorable","P5,300 unfavorable","P1,500 unfavorable","B","MPV = (Actual price − Standard price) × Actual quantity purchased = (P5.30 − P5.00) × 20,000 = P6,000 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Standard usage is 3 kilos per unit at P5 per kilo. Actual production was 4,000 units using 12,500 kilos. The materials quantity (usage) variance is:","P2,500 favorable","P12,500 unfavorable","P500 unfavorable","P2,500 unfavorable","D","Standard quantity allowed = 4,000 × 3 = 12,000 kilos. MQV = (12,500 − 12,000) × P5 = P2,500 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Standard direct labor rate is P80 per hour. Actual hours worked were 5,000 at an actual rate of P78 per hour. The labor rate variance is:","P10,000 favorable","P10,000 unfavorable","P2,000 favorable","P156,000 unfavorable","A","LRV = (Actual rate − Standard rate) × Actual hours = (P78 − P80) × 5,000 = P10,000 favorable.","2"
"MAS","Standard Costing & Variance Analysis","Standard time is 2 hours per unit at P50 per hour. Actual output was 3,000 units using 6,400 hours. The labor efficiency variance is:","P20,000 favorable","P32,000 unfavorable","P20,000 unfavorable","P400 unfavorable","C","Standard hours allowed = 3,000 × 2 = 6,000. LEV = (6,400 − 6,000) × P50 = P20,000 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","The standard variable overhead rate is P12 per direct labor hour. Actual variable overhead was P150,000 for 12,000 actual hours. The variable overhead spending variance is:","P6,000 favorable","P12,000 unfavorable","P6,000 unfavorable","P150,000 unfavorable","C","VOH spending variance = Actual VOH − (Actual hours × standard rate) = P150,000 − (12,000 × P12) = P150,000 − P144,000 = P6,000 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Standard variable overhead rate is P10 per hour; standard hours allowed are 9,500 and actual hours are 10,000. The variable overhead efficiency variance is:","P5,000 favorable","P95,000 unfavorable","P10,000 unfavorable","P5,000 unfavorable","D","VOH efficiency variance = (Actual hours − Standard hours allowed) × standard rate = (10,000 − 9,500) × P10 = P5,000 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Budgeted fixed overhead is P480,000. Actual fixed overhead incurred was P495,000. The fixed overhead budget (spending) variance is:","P15,000 favorable","P495,000 unfavorable","P480,000 unfavorable","P15,000 unfavorable","D","FOH budget variance = Actual FOH − Budgeted FOH = P495,000 − P480,000 = P15,000 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Budgeted fixed overhead is P600,000 based on normal capacity of 50,000 hours. Standard hours allowed for actual output are 46,000. The fixed overhead volume variance is:","P48,000 favorable","P12,000 unfavorable","P600,000 unfavorable","P48,000 unfavorable","D","Fixed OH rate = P600,000 / 50,000 = P12. Volume variance = (Normal hours − Standard hours allowed) × rate = (50,000 − 46,000) × P12 = P48,000 unfavorable (underapplied).","3"
"MAS","Standard Costing & Variance Analysis","Under two-way overhead analysis, the controllable (budget) variance is computed as:","Actual total overhead minus overhead applied at standard hours","Actual total overhead minus the flexible budget for standard hours allowed","Budgeted fixed overhead minus applied fixed overhead","Applied overhead minus actual overhead","B","In two-way analysis the controllable variance equals actual total overhead less the flexible budget based on standard hours allowed; the remainder is the volume variance.","2"
"MAS","Standard Costing & Variance Analysis","Actual total overhead is P720,000. Flexible budget for standard hours allowed is P690,000, and overhead applied is P660,000. Under two-way analysis, the controllable and volume variances are:","P30,000 U and P30,000 U","P60,000 U and P0","P30,000 F and P30,000 U","P30,000 U and P60,000 U","A","Controllable = Actual − Flexible budget = P720,000 − P690,000 = P30,000 U. Volume = Flexible budget − Applied = P690,000 − P660,000 = P30,000 U.","3"
"MAS","Standard Costing & Variance Analysis","In a three-way overhead analysis, the three variances are:","Price, quantity, and volume","Spending, efficiency, and volume","Rate, efficiency, and budget","Mix, yield, and volume","B","Three-way analysis splits overhead into the spending variance, the efficiency variance, and the volume variance.","2"
"MAS","Standard Costing & Variance Analysis","A material price variance is unfavorable when:","the actual price paid exceeds the standard price","the standard price exceeds the actual price","actual quantity used is less than standard","actual quantity used exceeds standard","A","An unfavorable price variance arises when the actual price paid per unit of material is higher than the standard price.","1"
"MAS","Standard Costing & Variance Analysis","Standard cost is 4 kilos per unit at P6 per kilo. The company purchased 30,000 kilos at P5.80 and used 25,000 kilos to make 6,000 units. Recognizing the price variance at purchase, the materials price variance is:","P5,000 favorable","P6,000 favorable","P5,000 unfavorable","P1,000 favorable","B","MPV at purchase = (P5.80 − P6.00) × 30,000 kilos = P6,000 favorable.","3"
"MAS","Standard Costing & Variance Analysis","An unfavorable labor efficiency variance combined with a favorable labor rate variance most likely indicates that:","higher-paid, more skilled workers were used than planned","material prices increased","fixed overhead was overapplied","lower-paid, less efficient workers were used","D","A favorable rate variance with an unfavorable efficiency variance suggests cheaper, less-skilled labor was used, lowering the rate but raising hours.","2"
"MAS","Standard Costing & Variance Analysis","Responsibility for an unfavorable materials price variance most appropriately rests with the:","production supervisor","purchasing manager","sales manager","plant controller","B","The purchasing manager negotiates prices and is generally held responsible for the materials price variance.","1"
"MAS","Standard Costing & Variance Analysis","A favorable variance is recorded when:","actual cost is less than standard cost","actual cost exceeds standard cost","standard cost equals actual cost","budgeted volume exceeds actual volume","A","A variance is favorable when actual cost is less than standard cost, increasing profit relative to standard.","1"
"MAS","Standard Costing & Variance Analysis","Standard mix is 60% Material A and 40% Material B. Total actual usage was 10,000 kilos: 6,500 of A and 3,500 of B. Standard prices are P4 for A and P9 for B. The materials mix variance is:","P2,500 favorable","P2,500 unfavorable","P3,000 favorable","P5,000 unfavorable","A","Standard mix of 10,000 kilos = 6,000 A and 4,000 B. A: (6,500 − 6,000) × P4 = P2,000 U. B: (3,500 − 4,000) × P9 = P4,500 F. Net mix = P2,500 favorable.","3"
"MAS","Standard Costing & Variance Analysis","The yield variance in a standard costing system measures the cost effect of:","paying a different price than standard for inputs","using a different proportion of inputs than the standard mix","obtaining more or less output than standard from the total inputs used","working more hours than the standard time allowed","C","The yield variance isolates the cost impact of total input usage producing more or less output than the standard yield, holding the standard mix constant.","2"
"MAS","Standard Costing & Variance Analysis","Standard direct labor is 1.5 hours per unit at P60. The firm produced 8,000 units, working 11,800 hours at P62 per hour. The labor rate variance is:","P23,600 unfavorable","P23,600 favorable","P24,000 unfavorable","P12,000 unfavorable","A","LRV = (P62 − P60) × 11,800 hours = P23,600 unfavorable.","2"
"MAS","Standard Costing & Variance Analysis","Using the same data — 8,000 units, standard 1.5 hours at P60, 11,800 actual hours — the labor efficiency variance is:","P12,000 favorable","P12,000 unfavorable","P11,800 favorable","P23,600 favorable","A","Standard hours allowed = 8,000 × 1.5 = 12,000. LEV = (11,800 − 12,000) × P60 = P12,000 favorable.","2"
"MAS","Standard Costing & Variance Analysis","Recognizing the materials price variance at the point of purchase rather than at the point of usage:","delays recognition until the material is consumed","allows earlier identification and isolates inventory at standard cost","eliminates the quantity variance","always produces a favorable variance","B","Recording the price variance at purchase isolates it sooner and carries raw materials inventory at standard cost; the quantity variance is computed separately at usage.","2"
"MAS","Variable & Absorption Costing","Under variable (direct) costing, the cost of a manufactured unit includes:","direct materials, direct labor, and both variable and fixed manufacturing overhead","direct materials, direct labor, and variable manufacturing overhead only","prime costs and all selling expenses","direct materials and direct labor only","B","Variable costing assigns only variable manufacturing costs — direct materials, direct labor, and variable overhead — to product cost; fixed overhead is a period cost.","1"
"MAS","Variable & Absorption Costing","Under absorption costing, fixed manufacturing overhead is treated as:","a period cost expensed as incurred","a selling and administrative expense","a financing cost","a product cost included in inventory","D","Absorption (full) costing includes fixed manufacturing overhead in product cost, so it remains in inventory until the units are sold.","1"
"MAS","Variable & Absorption Costing","Production was 50,000 units and sales were 44,000 units. Fixed manufacturing overhead was P600,000 and the firm uses normal volume of 50,000 units. The difference between absorption and variable costing income is:","P52,000","P60,000","P72,000","P132,000","C","Fixed OH per unit = P600,000 / 50,000 = P12. Inventory increased by 6,000 units; income difference = 6,000 × P12 = P72,000.","2"
"MAS","Variable & Absorption Costing","When production exceeds sales during a period, absorption costing income compared with variable costing income will be:","lower","higher","equal","indeterminate","B","When production exceeds sales, inventory rises and fixed overhead is deferred in inventory under absorption costing, making absorption income higher than variable costing income.","1"
"MAS","Variable & Absorption Costing","When sales exceed production for a period, variable costing income compared with absorption costing income will be:","lower","higher","equal","always zero","B","When sales exceed production, inventory declines and previously deferred fixed overhead is released as expense under absorption costing, so variable costing income is higher.","2"
"MAS","Variable & Absorption Costing","Production equaled sales of 30,000 units in a period. The relationship between absorption and variable costing operating income is that they are:","absorption higher by fixed OH","variable higher by fixed OH","equal","not comparable","C","When production equals sales there is no change in inventory, so no fixed overhead is deferred or released and the two incomes are equal.","1"
"MAS","Variable & Absorption Costing","Beginning inventory was 4,000 units and ending inventory was 9,000 units. Fixed manufacturing overhead per unit is P15. Absorption costing income will exceed variable costing income by:","P60,000","P195,000","P135,000","P75,000","D","Inventory increased by 9,000 − 4,000 = 5,000 units. Income difference = 5,000 × P15 = P75,000 in favor of absorption costing.","2"
"MAS","Variable & Absorption Costing","Variable costing income is P420,000. Inventory decreased by 3,000 units during the year and fixed manufacturing overhead is P20 per unit. Absorption costing income is:","P360,000","P420,000","P480,000","P300,000","A","Inventory decreased by 3,000 units, so absorption income is lower by 3,000 × P20 = P60,000. Absorption income = P420,000 − P60,000 = P360,000.","3"
"MAS","Variable & Absorption Costing","For external financial reporting under PFRS, the required inventory costing method is:","variable costing","throughput costing","absorption costing","direct costing","C","PFRS requires absorption (full) costing for external financial statements because fixed production overhead must be included in inventory.","1"
"MAS","Variable & Absorption Costing","Selling price is P100, variable manufacturing cost P40, variable selling P10, and fixed manufacturing overhead P12 per unit at normal volume. Under variable costing, the contribution margin per unit is:","P38","P48","P50","P60","C","Variable costing contribution margin = Price − all variable costs = P100 − P40 − P10 = P50 per unit; fixed overhead is excluded.","2"
"MAS","Variable & Absorption Costing","Production was 20,000 units, sales 18,000 units, fixed manufacturing overhead P360,000, normal volume 20,000 units. By how much does ending inventory differ between absorption and variable costing?","P18,000","P36,000","P40,000","P360,000","B","Fixed OH per unit = P360,000 / 20,000 = P18. Ending inventory of 2,000 units carries extra fixed OH under absorption = 2,000 × P18 = P36,000.","2"
"MAS","Variable & Absorption Costing","Under throughput (super-variable) costing, the only cost treated as a product cost is:","direct materials","direct labor","variable manufacturing overhead","conversion cost","A","Throughput costing capitalizes only direct materials into product cost; all other manufacturing costs, including direct labor, are expensed as period costs.","2"
"MAS","Variable & Absorption Costing","A company produced 100,000 units and sold 90,000. Variable costing income was P1,250,000 and fixed manufacturing overhead totaled P800,000 at a normal volume of 100,000 units. Absorption costing income is:","P1,170,000","P1,250,000","P1,330,000","P2,050,000","C","Fixed OH per unit = P800,000 / 100,000 = P8. Inventory rose 10,000 units; absorption income = P1,250,000 + (10,000 × P8) = P1,250,000 + P80,000 = P1,330,000.","3"
"MAS","Budgeting & Forecasting","The first budget prepared in the master budget process is the:","production budget","cash budget","sales budget","direct materials purchases budget","C","The sales budget is prepared first because expected sales drive production, materials, labor, and ultimately cash requirements.","1"
"MAS","Budgeting & Forecasting","Budgeted sales are 50,000 units. Desired ending finished goods inventory is 8,000 units and beginning inventory is 5,000 units. Budgeted production is:","47,000 units","50,000 units","53,000 units","63,000 units","C","Production = Sales + Desired ending inventory − Beginning inventory = 50,000 + 8,000 − 5,000 = 53,000 units.","2"
"MAS","Budgeting & Forecasting","Expected sales are 30,000 units. The company wants ending finished goods inventory equal to 20% of next quarter's sales of 35,000 units, and beginning inventory is 6,000 units. Budgeted production is:","43,000 units","31,000 units","37,000 units","30,000 units","B","Desired ending FG = 20% × 35,000 = 7,000. Production = 30,000 + 7,000 − 6,000 = 31,000 units.","2"
"MAS","Budgeting & Forecasting","Budgeted production is 40,000 units, each requiring 3 kilos of material. Desired ending materials inventory is 12,000 kilos and beginning materials are 9,000 kilos. Budgeted materials purchases in kilos are:","117,000 kilos","120,000 kilos","123,000 kilos","129,000 kilos","C","Materials needed for production = 40,000 × 3 = 120,000 kilos. Purchases = 120,000 + 12,000 − 9,000 = 123,000 kilos.","2"
"MAS","Budgeting & Forecasting","Production requires 2 kilos per unit for 25,000 units. Desired ending materials are 8,000 kilos; beginning materials are 11,000 kilos. At P6 per kilo, the cost of budgeted materials purchases is:","P282,000","P300,000","P312,000","P318,000","A","Materials for production = 25,000 × 2 = 50,000 kilos. Purchases = 50,000 + 8,000 − 11,000 = 47,000 kilos. Cost = 47,000 × P6 = P282,000.","3"
"MAS","Budgeting & Forecasting","Sales are collected 60% in the month of sale, 30% the next month, and 10% the second month after sale. Sales were P400,000 in April, P500,000 in May, and P600,000 in June. June cash collections are:","P360,000","P490,000","P550,000","P600,000","C","June collections = 60% × P600,000 + 30% × P500,000 + 10% × P400,000 = P360,000 + P150,000 + P40,000 = P550,000.","3"
