subject_code,topic,stem,choice_a,choice_b,choice_c,choice_d,correct,explanation,difficulty
"AFAR","Installment Sales & Long-Term Construction","Kilo Inc. sold merchandise on installment for P500,000 (cost P350,000). After collecting P200,000, the customer defaulted and the goods were repossessed with a fair value of P120,000. The gross profit rate is 30%. The result on repossession is a:","P90,000 loss","P90,000 gain","P30,000 loss","P30,000 gain","A","Uncollected balance = P500,000 − P200,000 = P300,000. Unrecovered cost = P300,000 × (1 − 30%) = P210,000. Result = fair value P120,000 − unrecovered cost P210,000 = P90,000 loss.","3"
"AFAR","Installment Sales & Long-Term Construction","Lima Corp uses the installment method. An installment receivable of P250,000 (gross profit rate 40%) was defaulted and merchandise was repossessed at a fair value of P170,000. The result on repossession is a:","P20,000 loss","P20,000 gain","P80,000 gain","P100,000 loss","B","Deferred GP cancelled = P250,000 × 40% = P100,000. Unrecovered cost = P250,000 − P100,000 = P150,000. Result = fair value P170,000 − unrecovered cost P150,000 = P20,000 gain.","3"
"AFAR","Installment Sales & Long-Term Construction","Mike Co. accepted a trade-in valued at P50,000 against a new item priced at P200,000, but allowed the customer a trade-in allowance of P70,000. The over-allowance is:","P20,000","P50,000","P70,000","P130,000","A","Over-allowance = trade-in allowance granted − fair value of trade-in = P70,000 − P50,000 = P20,000, which reduces net installment sales.","2"
"AFAR","Installment Sales & Long-Term Construction","November Inc. recorded an installment sale at a list price of P300,000 and granted a trade-in allowance of P80,000 on goods with a fair value of P55,000. The adjusted (net) installment sale used to compute the gross profit rate is:","P220,000","P245,000","P275,000","P300,000","C","Over-allowance = P80,000 − P55,000 = P25,000. Net installment sale = P300,000 − P25,000 over-allowance = P275,000.","2"
"AFAR","Installment Sales & Long-Term Construction","In the statement of financial position, deferred gross profit on installment sales is best presented as:","an addition to installment receivables","a current liability separate from receivables","a contra-asset deducted from installment receivables","a component of equity","C","Deferred gross profit is reported as a contra-asset, deducted from the related installment accounts receivable, until the related collections are received.","1"
"AFAR","Installment Sales & Long-Term Construction","Oscar Construction uses the cost-to-cost method to measure progress. A 3-year contract has a price of P20,000,000 and total estimated costs of P16,000,000. Costs incurred to date at the end of Year 1 are P4,000,000. The percentage of completion is:","20%","25%","40%","80%","B","Percentage complete = costs to date ÷ total estimated costs = P4,000,000 ÷ P16,000,000 = 25%.","1"
"AFAR","Installment Sales & Long-Term Construction","Papa Builders has a P30,000,000 contract with total estimated cost of P24,000,000. At the end of Year 1, costs incurred were P9,600,000. Revenue recognized in Year 1 under the over-time (cost-to-cost) method is:","P9,600,000","P18,000,000","P30,000,000","P12,000,000","D","Percentage complete = P9,600,000 ÷ P24,000,000 = 40%. Revenue Year 1 = 40% × P30,000,000 = P12,000,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Quebec Corp has a P25,000,000 contract, total estimated cost P20,000,000. Year 1 costs incurred were P5,000,000. The gross profit recognized in Year 1 under the cost-to-cost method is:","P1,250,000","P6,250,000","P5,000,000","P1,000,000","A","Percentage complete = P5,000,000 ÷ P20,000,000 = 25%. Total expected gross profit = P25,000,000 − P20,000,000 = P5,000,000. Year 1 GP = 25% × P5,000,000 = P1,250,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Romeo Construction reports the following for a P40,000,000 contract: total estimated cost P32,000,000; cumulative costs of P8,000,000 at end of Year 1 and P20,000,000 at end of Year 2. The gross profit recognized in Year 2 is:","P2,000,000","P5,000,000","P8,000,000","P3,000,000","D","Total GP = P40,000,000 − P32,000,000 = P8,000,000. End Year 1 = (8,000,000 ÷ 32,000,000) × 8,000,000 = 2,000,000 cumulative. End Year 2 = (20,000,000 ÷ 32,000,000) × 8,000,000 = 5,000,000 cumulative. Year 2 GP = 5,000,000 − 2,000,000 = 3,000,000.","3"
"AFAR","Installment Sales & Long-Term Construction","Tango Corp uses the cost-to-cost method. A contract shows cumulative costs incurred of P14,000,000 and recognized gross profit to date of P3,000,000. The Construction in Progress (CIP) balance is:","P3,000,000","P11,000,000","P14,000,000","P17,000,000","D","CIP = costs incurred to date + cumulative recognized gross profit = P14,000,000 + P3,000,000 = P17,000,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Uniform Builders has cumulative CIP of P22,000,000 and progress billings of P18,000,000 on an unfinished contract. The amount presented in the statement of financial position is a:","contract liability of P4,000,000","contract asset of P4,000,000","contract asset of P22,000,000","contract liability of P18,000,000","B","When CIP exceeds billings, the excess is a contract asset: P22,000,000 − P18,000,000 = P4,000,000 contract asset.","2"
"AFAR","Installment Sales & Long-Term Construction","Victor Construction has CIP of P15,000,000 and progress billings of P19,000,000 on a contract still in progress. This is reported as a:","contract asset of P4,000,000","contract liability of P4,000,000","contract asset of P15,000,000","contract liability of P19,000,000","B","When progress billings exceed CIP, the excess is a contract liability: P19,000,000 − P15,000,000 = P4,000,000 contract liability.","2"
"AFAR","Installment Sales & Long-Term Construction","Whiskey Corp cannot reliably estimate the outcome of a contract but expects to recover its costs. Costs incurred to date are P6,000,000 of an expected total of P15,000,000. Under the cost-recovery (zero-profit) approach, revenue recognized to date is:","P0","P6,000,000","P9,000,000","P15,000,000","B","When the outcome cannot be reliably estimated but costs are recoverable, revenue is recognized only to the extent of recoverable costs incurred = P6,000,000, with zero profit.","2"
"AFAR","Installment Sales & Long-Term Construction","Xray Builders signed a P28,000,000 contract. At year-end, costs incurred were P10,000,000 and estimated costs to complete were P22,000,000. The total loss to be recognized immediately is:","P4,000,000","P0","P10,000,000","P22,000,000","A","Total estimated cost = P10,000,000 + P22,000,000 = P32,000,000. Expected total loss = P28,000,000 − P32,000,000 = P4,000,000, recognized immediately and in full.","3"
"AFAR","Installment Sales & Long-Term Construction","Yankee Corp has a P60,000,000 contract with total estimated cost of P48,000,000. At end of Year 1, costs incurred were P12,000,000. Progress billings were P10,000,000 and collections were P8,000,000. The gross profit for Year 1 is:","P2,000,000","P3,000,000","P12,000,000","P15,000,000","B","Percentage complete = P12,000,000 ÷ P48,000,000 = 25%. Total GP = P60,000,000 − P48,000,000 = P12,000,000. Year 1 GP = 25% × P12,000,000 = P3,000,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Zulu Inc. sold goods on installment for P800,000 with a cost of P560,000. Total collections for the year, including a P50,000 down payment, were P350,000. The realized gross profit is:","P105,000","P150,000","P210,000","P240,000","A","Gross profit rate = (P800,000 − P560,000) ÷ P800,000 = 30%. Realized GP = P350,000 collected × 30% = P105,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Alpha Corp had a deferred gross profit balance of P180,000 at the start of the year, relating to installment receivables with a 36% gross profit rate. During the year, P300,000 was collected on those receivables. The deferred gross profit balance at year-end is:","P180,000","P128,000","P108,000","P72,000","D","Beginning receivable = P180,000 ÷ 36% = P500,000. Collections P300,000 leave P200,000 uncollected. Ending deferred GP = P200,000 × 36% = P72,000.","3"
"AFAR","Installment Sales & Long-Term Construction","Beta Builders has a single contract priced at P45,000,000 with total estimated cost of P36,000,000. By the end of Year 2, cumulative costs were P27,000,000 and Year 1 recognized gross profit was P3,000,000. The gross profit recognized in Year 2 is:","P3,000,000","P3,750,000","P6,750,000","P9,000,000","B","Total GP = P45,000,000 − P36,000,000 = P9,000,000. Cumulative % at end Year 2 = P27,000,000 ÷ P36,000,000 = 75%. Cumulative GP = 75% × P9,000,000 = P6,750,000. Year 2 GP = P6,750,000 − P3,000,000 = P3,750,000.","3"
"AFAR","Installment Sales & Long-Term Construction","Gamma Co. reports installment sales of P2,000,000 in 2025 with a cost of P1,300,000. Down payment plus first-year collections totaled P800,000. The deferred gross profit at the end of 2025 is:","P280,000","P630,000","P700,000","P420,000","D","Gross profit rate = (P2,000,000 − P1,300,000) ÷ P2,000,000 = 35%. Uncollected = P2,000,000 − P800,000 = P1,200,000. Deferred GP = P1,200,000 × 35% = P420,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Iota Corp recognizes gross profit on the installment basis. Its installment receivables decreased from P900,000 to P600,000 during the year (no write-offs). With a gross profit rate of 28%, the realized gross profit for the year is:","P84,000","P168,000","P252,000","P300,000","A","Collections = decrease in receivables = P900,000 − P600,000 = P300,000. Realized GP = P300,000 × 28% = P84,000.","2"
"AFAR","Installment Sales & Long-Term Construction","Kappa Builders incurred costs of P8,000,000 on a contract on which an overall loss of P2,000,000 is now expected. No profit was recognized previously. The provision for the anticipated loss recognized this year is:","P0","P2,000,000","P8,000,000","P10,000,000","B","Under PFRS 15, when a contract is expected to be loss-making, the entire anticipated loss of P2,000,000 is recognized immediately and in full as an expense.","2"
"AFAR","Franchise & Consignment","Under PFRS 15, a nonrefundable initial franchise fee is allocated to:","the franchisor's profit only","each distinct good or service promised in the contract based on relative stand-alone selling prices","continuing royalty obligations only","the period in which cash is received regardless of performance","B","The transaction price, including the initial franchise fee, is allocated to each distinct performance obligation based on relative stand-alone selling prices and recognized as each obligation is satisfied.","1"
"AFAR","Franchise & Consignment","A franchise that grants the franchisee a right to ACCESS the franchisor's symbolic intellectual property over the franchise term is a performance obligation satisfied:","at the point the franchise opens","at the end of the franchise term","over time during the franchise period","only when the initial fee is collected","C","A license of symbolic IP (a right to access) is satisfied over time, so the related portion of the fee is recognized over the franchise period.","1"
"AFAR","Franchise & Consignment","Continuing franchise fees based on a percentage of the franchisee's sales are recognized by the franchisor:","entirely when the franchise agreement is signed","only at the end of the reporting period in equal amounts","as the franchisee's related sales occur","when the initial franchise fee is fully amortized","C","Sales-based royalties are recognized as revenue as the underlying sales by the franchisee occur, under the royalty exception in PFRS 15.","1"
"AFAR","Franchise & Consignment","Nile Franchising charges an initial fee of P1,500,000: P900,000 for the franchise license (right to access, over a 5-year term) and P600,000 for initial training and equipment delivered at opening. At the opening date, the revenue recognized is:","P180,000","P600,000","P780,000","P1,500,000","B","The P600,000 for training and equipment is a distinct obligation satisfied at opening and recognized in full. The P900,000 license is recognized over 5 years, so none of it is recognized at opening.","2"
"AFAR","Franchise & Consignment","Oasis Corp signed a franchise with an initial fee of P2,000,000 covering only a right to access its brand over a 4-year term, collected upfront. Revenue recognized in the first year is:","P0","P500,000","P1,000,000","P2,000,000","B","A right-to-access license is satisfied over time; the P2,000,000 is recognized evenly over 4 years = P2,000,000 ÷ 4 = P500,000 per year.","2"
